Scenario,Guidelines Required,Question,Misinformation or Myths,Misinformation counteraction/ clarity,Midwifery / Medical solution ( advice)
30 year old pregnant woman live hiv aids receive antiretroviral therapy seek guidance management pregnancy prevention mother child transmission tell since hiv beome pregnant worried baby,HIV/AIDS in pregnancy,"How has the patient's HIV/AIDS been managed during her pregnancy, and what steps have been taken to prevent mother-to-child transmission and ensure the well-being of both the mother and the baby?",A woman with HIV/AIDS shouldn’t get pregnant.,One is capable of giving birth to an HIV/AIDS free baby as long as they are adhering to their medication.,Do viral cell count. Reassess medication regimen with pregnancy. Eat a blanced diet. Get enough rest. Take plenty of fluids. Adhere to medication plan to deliver from a hospital.
28 year old pregnant woman live area affect viral hemorrhagic fever outbreak seek information guidance management pregnancy prevention infection think doenot talk people get disease,"Viral hemorrhagic fever (Ebola, Marburg, Lassa, Yellow, etc.)","How has the patient's risk of viral hemorrhagic fever been assessed and managed during her pregnancy, and what steps have been taken to prevent infection and ensure her well-being and the health of her baby?","If one doesnot talk to people, she cannot get the disease.",Not talking to people is not enough because touching contaminated surfaces can also cause soemone to become sick.,Isolate from others to avoid spreading the disease. Take plenty of fluids. Eat plenty fluids. Take immune boosters like vitamin supplements.
26 year old pregnant woman test positive covid 19 experience mild symptom receive intrapartum care tell covid 19 vaccine cause miscarriage seek guidance management delivery prevention transmission baby,Intrapartum care for COVID-19 in pregnancy,"How has the patient's COVID-19 been managed during the intrapartum period, and what steps have been taken to prevent transmission to the baby and ensure a safe delivery?",COVID-19 vaccine can cause miscarriage.,There is no evidence that this is true and should therefore not be taken as a fact.,Take plenty of fluids. Take immune boosters like vitamin supplements. Avoid crowded areas. Wash hands regularly or use a sanitizer. 
27 year old woman recently give birth lose significant amount blood delivery receive blood transfusion help recovery village blood transfusion dying delay technique healthcare team monitor closely ensure safety,Blood transfusion,"How has the patient's need for a blood transfusion been determined and managed, and what steps have been taken to ensure her safety and well-being during the transfusion?",Blood transfusion is for the dying people and it is just a technique to delay death.,"Blood transfusion is a measure employed to save one's life, it doesnot mean that someone is goinng to die, people get transfused and they bounce back to good health.","Do tests like CBC, blood grouping and crossmatching. Ensure safety of the bood before transfusion.  Ensure asceptic techinique when carrying out the trasnfusion. Place patient in a comfortable position."
25 year old pregnant woman experience frequent urination pain urination low abdominal pain tell utis never heal diagnose urinary tract infection receive treatment manage infection ensure well,Urinary tract infections in pregnancy,"How has the patient's urinary tract infection been diagnosed and managed during her pregnancy, and what steps have been taken to ensure her well-being and address the associated symptoms?",UTIs never heal.,A UTI can heal if treated urgently and supportive management done aggressively.,Clean the toilets or latrines daily. Practice good toilet manners. Take plenty of fluids. Empty bladder regularly. Take antibiotics as precribed.
30 year old pregnant woman experience abnormal vaginal discharge unusual odor discomfort village believe abnormal vaginal discharge cause fish soup pour private part seek guidance management symptom potential impact pregnancy,Abnormal vaginal discharges,"How has the patient's abnormal vaginal discharge been diagnosed and managed during her pregnancy, and what steps have been taken to address her symptoms and ensure her well-being?",Abnormal vaginal discharge is caused by fish soup pouring in genitals.,"Abnormal vaginal discharge is caused by a bacterial or protozoal infection and if treated, it normalizes.","Do tests like CBC, urinalysis and other specific tests. Maintain a good hygiene. Wash undergarments thoroughly and sundry them. Take medication as prescribed."
28 year old pregnant woman experience painful genital ulcer seek information guidance management condition tell genital ulcer transmit blood,Genital ulcers,"How has the patient's genital ulcers been diagnosed and managed during her pregnancy, and what measures have been taken to address her symptoms and ensure her well-being?",Genital ulcers can be transimitted through blood.,"Genital ulcers is not present in blood, it therefore cannot be passed on via blood. Only skin-to-skin contact is important which can be oral or genital.",Maintain good hygiene. Do tests like CBC and other specific ones. Get partner tested and treated as well. Follow the treatment plan.
26 year old pregnant woman experience genital wart seek treatment guidance management condition tell shower immediately sex get infection,Genital warts,"How has the patient's genital warts been diagnosed and managed during her pregnancy, and what steps have been taken to address her symptoms and ensure her well-being?",Showering immediately after sex protects from any infection.,"Sexually transmitted infections are transferred via skin-to-skin contact, the only way one can protect themselves is by using a condom.",Do tests like CBC and other specific senstive tests. Take antibiotics as expected. Practise safe sex.
25 year old pregnant woman experience sudden sharp pain low abdomen vaginal bleeding diagnose ectopic pregnancy seek information guidance management condition tell pray everyday pregnancy shift become normal,Ectopic pregnancy,"How has the patient's ectopic pregnancy been diagnosed and managed, and what steps have been taken to ensure her well-being and address the associated risks?",Praying everyday rectifies an ectopic pregnancy.,"An ectopic pregnancy cannot be shifted to the uterus but with God's intervasion, one can concieve and have a normal pregnancy.",Do an ultrasound scan. Do an HCG test. Take plenty of fluids. Follow the treatment plan.
30 year old pregnant woman experience sudden heavy vaginal bleeding abdominal pain eat small fish say injure baby baby bleed diagnose antepartum hemorrhage receive treatment manage bleeding ensure safety baby,Antepartum hemorrhage,"How has the patient's antepartum hemorrhage been diagnosed and managed, and what measures have been taken to ensure the well-being of both the mother and the baby?",Small fish bones harm the baby and lead to bleeding.,"In antepartum haemorrhage, the blood is not coming from the baby, it is from the placenta in most cases due to placenta previa or abpruptio placentae. And besides that, bones ingested are crushed, there is no way that they harm the baby.","Get plenty of rest. Take plenty of fluids. Do an ultrasound scan. Do tests like CBC, blood grouping and crossmatching. Follow the treatment plan."
28 year old woman experience heavy bleeding deliver baby diagnose postpartum hemorrhage receive treatment manage bleeding ensure safety tell postpartum haemorrhage happen people multiple pregnancy,Postpartum hemorrhage,"How has the patient's postpartum hemorrhage been diagnosed and managed, and what steps have been taken to ensure her safety and well-being?",PPH only happens to people with multiple pregnancy.,"Every woman who delivers is at risk of PPH and if it happened in a previous pregnancy, the risk is higher.",Check if the uterus is well contracted. Check if the bladder is empty. Check if there are any tears on the cervix or in the vaginal canal. Check if there are any retained products in the uterus. Check on the status of the clotting factors. Administer medication to promote uterine contraction and controlling bleeding like oxytocin and tranexamic acid.
26 year old woman experience heavy vaginal bleeding two week give birth tell happen baby leave big wound uterus diagnose secondary postpartum hemorrhage receive treatment manage bleeding,Secondary postpartum hemorrhage,"How has the patient's secondary postpartum hemorrhage been diagnosed and managed, and what steps have been taken to address the bleeding and ensure her well-being?",Secondary PPH is caused by a big wound left by the baby.,"When the baby is delivered, the placenta peels off the uterine decidua but after this, the uterus contracts therefore reducing the size of the wond created, this also helps to occlude any bleeders. Bleeding may happen if the uterus doesnot contract very well.",Check if the uterus is well contracted. Check if the bladder is empty. Check if there are any tears on the cervix or in the vaginal canal. Check on the status of the clotting factors. Administer medication to promote uterine contraction and controlling bl
32 year old woman experience severe abdominal pain heavy bleeding labor report contraction stop fear uterus go cut baby go die diagnose ruptured uterus undergo emergency surgery manage condition ensure safety,Ruptured uterus,"How has the patient's ruptured uterus been diagnosed and managed, and what measures have been taken to ensure her safety and address the associated risks?","When uterine rupture occurs, the baby always dies and the uterus is removed.","Uteriune rupture is an absolute emergency, the baby can die and the tear can be irreperable but if handled timely, the baby can survive and the uterus can de repaired depending also on the degree of the tear.",Transfer mother to theater immediately. Connect fluids and deliver the baby as soon as possible.
28 year old woman abortion experience heavy bleeding claim baby punish abortion healthcare team provide treatment manage hemorrhage ensure safety,Management of hemorrhage due to abortion,"How has the patient's hemorrhage following her abortion been managed, and what steps have been taken to ensure her safety?",Baby is punishing mother for the abortion.,"Abortion is a heavy decision to make and mother must have good reasons so that the guilt does not weigh down on her. Bleeding after an abortion can occur due to poor healing of the uterus, this can be managed.","Do an ultrasound scan. Report to the hospital immediately. Do tests like CBC, blood grouping and crossmatching."
27 year old woman abortion experience abdominal pain sign infection grandmother give herb drink wash uterus healthcare team provide treatment address complication monitor closely,Management of abortion complications,"How have the patient's abortion complications been managed, and what measures have been taken to ensure her well-being?",Herbs wash the uterus after an abortion.,The safety of herbs is not guaranteed and they are also not easily regulated. Something can easily go wrong with them.,Do an ultrasound scan. Take plenty of fluids. Take antibiotics as prescribed. Get a family planning method to delay pregnancy.
25 year old woman abortion experience fever abdominal pain foul smell vaginal discharge village give herb drink could make pregnancy get lose healthcare team provide treatment suspect sepsis follow abortion monitor closely,Management of sepsis following abortion,"How has the patient's suspected sepsis following her abortion been diagnosed and managed, and what measures have been taken to ensure her well-being?",Herbs can make a pregnancy to get lost.,Herbs safety cannot be guaranteed and there dosage is not easily regulated. A pregnancy can get lost when intention is done to abort it.,Do an ultrasound scan. Take plenty of fluids. Maintain a good hygiene. Eat a balanced diet. Follow the treatment plan.
29 year old woman abortion feel emotionally distressed seek support think always baby healthcare team provide post abortion counseling help cope feeling provide guidance,Post-abortion counseling,"What post-abortion counseling has been provided to the patient, and how has she been supported in coping with her emotions?","After abortion, babies always die.","After abortion, a woman is suppoed to take sometime before becoming pregnant and there are chances that other babies can survive though it also depends on the cause of the abortion.",Do an ultrasound scan. Take antibiotics as prescribed. Get a family planning method to use until ready to get pregnant again.
30 year old woman diagnose gestational trophoblastic disease routine ultrasound examination fear uterus faulty seek information guidance management condition,Gestational trophoblastic disease management,"How has the patient's gestational trophoblastic disease been diagnosed and managed, and what measures have been taken to ensure her well-being and the health of her baby?",Gestational trophoblastic disease happens because the uterus is faulty.,Gestational trophoblastic disease is caused when a sperm fertilizes an empty egg orr when two spams fertilize a normal egg.,Do an ultrasound scan. Inquire about chemotherapy. Do regular HCG tests. Follow the treatment plan.
15 year old pregnant teenager experience fetal distress change baby heart rate tell normal fetal heartrate go towards delivery healthcare team monitor situation closely consider option safe delivery,Fetal distress,"How has the patient's fetal distress been managed during labor, and what options have been considered to ensure the well-being of the baby?",A baby's heartbeat goes towards delivery.,"During delivery, the baby descends and the location of the heartbeat goes lower but the actual heart rate should remain in the normal range.",Rescucitate fetus in utero with fluids IV and oygen through an oxygen mask os nasal prongs. Continue monitoring the fetal heartrate. Deliver the baby as soon as possible.
35 year old woman deliver baby receive postpartum care healthcare team monitor vital sign assess recovery provide support breastfeed newborn care mother tell first milk bad give baby,Postpartum care,"What postpartum care has been provided to the patient, and how has her recovery and the care of the newborn been managed?",Colostrum is bad and should not be given to the baby.,Colostrum is most nutritious and should be given to the baby.,Provide a clean environment for the mother to rest. Provide some food for the mother to eat. Continuously empty the bladder. Maintain skin-to-skin with the baby. Breastfeed the baby as early as possible.
45 year old breastfeed mother experience painful swelling breast make difficult breastfeed think suppose twin milk much healthcare team provide treatment guidance help alleviate discomfort,Breast engorgement,"How has the patient's breast engorgement been managed, and what steps have been taken to provide relief and support for breastfeeding?",Lack of a twin children causes the milk to overflow.,Breast engorgement occurs because the mother makes more milk than the baby can consume. Sometimes beause of excess prolactin hormone or if the baby has a complication that hinders maximum feeding. It can also happen when the mother does not breast feed the child by choice.,"Harvest the milk by expressing it manually into baby feeding bottles. Use a warm compress and breast feed the child more often. In case of absence of a child, report to the health facility for treatment."
40 year old breastfeed mother experience crack sore nipple cause pain discomfort breastfeed village people spread rumor bad mother problem healthcare team provide treatment advice help continue breastfeed,Cracked/sore nipples,"How has the patient's cracked and sore nipples been managed, and what advice has been provided to help her continue breastfeeding?",Bad mothers get problems like cracked niples.,"Most mothers experience this because of various reasons like poor breastfeeding techniques, wearing tight bras and harsh breast pads and severe dry skin.","Express some milk, apply it around the affected area and leave it exposed. Practice proper positioning and attachment when breastfeeding. Continue breastfeeding. Attend health education techniques. If the pain is too much, then get some painkillers."
20 year old woman recently give birth experience fever abdominal pain foul smell vaginal discharge culture woman bathe give birth umblical cord baby dry healthcare team provide treatment suspect puerperal sepsis monitor closely,Puerperal sepsis,"How has the patient's suspected puerperal sepsis been diagnosed and managed, and what measures have been taken to ensure her well-being?",No bathing after delivery until after the cord of the baby is dry.,"Maintaining good hygiene is one of the ways to prevent peuperal sepsis, it should therefore be empasized.",Maintain good hygiene. Do tests like CBC and urinalysis. Take antibiotics as prescribed.
29 year old woman labor shoulder presentation obstruct delivery process give concoction make baby turn work healthcare team provide support consider option safe delivery,Shoulder presentation,"How has the patient's shoulder presentation been managed during labor, and what options have been considered for a safe delivery?",Concoctions can make the baby turn.,"Trying a cephalic version is very risk, the baby can be lost plus the mother. And concoctions are not easily regulated, this can lead to complications.",Do an ultrsound scan. Follow the managemt plan.
30 year old woman labor experience shoulder dystocia make difficult deliver baby fear baby abnormality come well healthcare team work quickly resolve situation ensure safe delivery,Shoulder dystocia (stuck shoulders),"How has the patient's shoulder dystocia been managed during labor, and what steps have been taken to ensure a safe delivery?",Babies with an abnormality are the ones that do not come out well.,"Shoulder dystocia happens either when the baby is big, the pelvis is small or in cases of malposition.","Assure the mother and guarrantee her cooperation. Don’t panic. Call for help. Refer to a higher facility if the mother cannot be managed. Follow the manouever procedures to delivery the baby. If everything fails, delivery by cesearean section."
28 year old woman labor compound presentation baby hand present alongside head fail participate ritual say reason complication healthcare team consider good approach safe delivery,Compound presentation,"How has the patient's compound presentation been managed during labor, and what approach has been taken for a safe delivery?",Participate in rituals and the labour will go well.,Compound presentation is caused by a number of reasons like prematurity and can happen to any one.,Do an ultrsound scan. Prepare for delivery follow the treatment plan.
26 year old woman labor experience prolong labor slow progress active phase eat coconut tell prolong labour healthcare team monitor closely consider intervention assist delivery,Prolonged labor; Prolonged active phase,"How has the patient's prolonged labor and active phase been managed, and what interventions have been considered to assist with the delivery process?",Eating coconuts while pregnant causes prolonged labour.,"Prolonged labour is caused by reasons like cervical dystocia, weak contractions and other factors. This has no proven connection to eating coconuts.","Explain and assure the mother to guarantee her cooperation. Connect fluids. Monitor fetal heartrate. Refer mother if she cannot be managed. Augment with oxytocin, if it fails then cesearean section is considered."
27 year old woman labor cord prolapse umbilical cord descend baby mother say cause fact jump rope cow healthcare team take immediate action prevent complication ensure safe delivery,Cord prolapse,"How has the patient's cord prolapse been managed during labor, and what steps have been taken to prevent complications and ensure a safe delivery?",Jumping over the rope of a cow causes cord prolapse.,"Cord prolapse can occur due to prematurity, malpresentation, contracted pelvis, multiple pregnancy hydraminous an others. These causes are not connected to jumping over a rope.",If the cord is pulsating then assure her mother to ensure her cooperation. Put the mother in knee chest position while the mother is being prepared for theater. Perform intrauterine rescusitation by administering oxygen and fluids. Refer if mother cannot be managed.
27 year old woman prolong labor require induction assist delivery process culture girl jump salt give birth fear could cause delay healthcare team consider use oxytocin augment labor,Induction and augmentation of labor; Augmentation of labor using oxytocin,"How has the patient's prolonged labor been managed, and what steps have been taken to induce and augment her labor using oxytocin?",Jumping over salt causes infertility.,"Prolonged labour is caused by reasons like cervical dystocia, weak contractions and other factors. This has no proven connection to jumping salt.","Explain and assure the mother to guarantee her cooperation. Connect fluids. Monitor fetal heartrate. Refer mother if she cannot be managed. Augment with oxytocin, if it fails then cesearean section is considered."
30 year old woman labor experience difficulty due breech presentation culture pregnant woman cook firewood big part go first small part later baby head cme first wonder didnot work healthcare team consider good approach safe delivery,Breech delivery,"How has the patient's breech presentation been managed during labor, and what approach has been taken for a safe delivery?",Putting wood in the cooking stove with the bigger side in first guarantees a good delivery outcome.,"Breech delivery occurs due to prematurity of the foetus, multiple pregnancies, congenital anormalies, placental polarity and sometimes the cause is un known.","Assure the mother, that evrything is going to be done to make sure that everything goes right. Refer the mother to a higher facility. If footling breech, prepare mother for a cesearean section. If frank or complete breech, then perfom manourvers to deliver the baby. Prepare for neonatal rescusitation."
28 year old woman labor face presentation make delivery process challenging mother say happen like pray enough god healthcare team monitor closely provide guidance safe delivery,Face presentation,"How has the patient's face presentation been managed during labor, and what steps have been taken to assist with the delivery process?",Praying to the gods makes the baby come out in a good way.,"Face presentation usually happens because of cephalopelvic disproportion or pelvic contracture, high parity and prematurity of the unborn baby.","Assure the mother and get her to calm down. Manage with cesearean section. If not, then refer the mother to a higher facility."
26 year old woman labor brow presentation complicate delivery process healthcare team consider intervention assist delivery caretaker blame say take enough herb fault baby come well,Brow presentation,"How has the patient's brow presentation been managed during labor, and what interventions have been considered to assist with the delivery process?",Taking herbs makes the baby to be well positioned.,"Brow presentation usually happens because of cephalopelvic disproportion or pelvic contracture, high parity and prematurity. Herbs taken or not, it can happen.","Assure the mother and get her to calm down. Manage with cesearean section. If not, then refer the mother to a higher facility."
24 year old woman labor transverse lie make vaginal delivery impossible healthcare team plan cesarean section ensure safe delivery insist wait god go make baby turn,Transverse lie,"How has the patient's transverse lie been managed during labor, and what steps have been taken to plan for a cesarean section?",gods can make the baby turn in the womb.,Babies usually settle in transverse lie because they are most comfortable there.,"External Cephalic version can be tried if at a facilitity with comprehensive obstetric care. If ECV fails, then an elective cesearean section is done. "
28 year old pregnant woman expect twin seek guidance management multiple pregnancy tell eat three people wonder true concerned increase risk associate multiple pregnancy health baby,Multiple pregnancies,"How has the patient's multiple pregnancy been managed, and what steps have been taken to address the increased risks and ensure the health of the babies?",Eat for three when with a twin pregnancy.,"During pregnancy, it is crutial to eat alittle extra for the benefit of the children growing in the womb, but not excess as this can lead to obesity.",Attend ANC regularly. Take iron supplements as instructed.
27 year old woman labor experience slow progress first stage want take herb gandmother quicken birthing process healthcare team monitor closely consider intervention assist labor process,Management of the first stage of labor,"How has the patient's slow progress during the first stage of labor been managed, and what interventions have been considered to assist with the labor process?",Herbs quicken the delivery process.,This is very risky as it can cause overstimulation of the uterus leading to precipitate labour or uterine rapture.,Maintain a good hygiene. Empty bladder and bowel frequently. Take sweetened tea and soft foods to increase the energy store. Walk around to incraese descent of the baby.
30 year old woman second stage labor experience difficulty push baby say since hip good labour easy like fellow village say healthcare team provide support guidance help process,Second stage of labor,"How has the patient been supported and guided during the second stage of labor, and what steps have been taken to assist with the delivery of the baby?",Good hips make labour easy.,"Good hips may indicate the pelvis is sufficient for vaginal birth, however, the hips can be good when the pelvis is small. Or the baby can be big compared to the pelvis. The mother has to have an opem mind. ",Practice calming techniques to improve the pysique. Take some sweetened tea to increase the energy supply.
26 year old woman deliver baby third stage labor people culture believe girl labour like mother therefore think complication since mother healthcare team monitor delivery placenta ensure excessive bleeding,Third stage of labor,"How has the patient's third stage of labor been managed, and what measures have been taken to ensure the safe delivery of the placenta and prevent excessive bleeding?",Your labour is like your mother's.,"Despite the fact that familial history determines risk factors, every individual has unique factors and so she can experience complications that her relatives didn't.","Follow the management procedure of the third stage of labour of the facility. Keep the baby skin-to-skin with the mother, dry and well covered."
29 year old woman deliver baby fourth stage labor tell need tie stomach immediately birth order grow small healthcare team provide postpartum care ensure well health newborn,Management of the fourth stage and first 24 hours,"What postpartum care has been provided to the patient, and how has her recovery and the care of the newborn been managed during the fourth stage and first 24 hours?",One must tie the stomach after giving birth to make it grow small.,There is no scientific proof of this and if done wrongly can prevent the uterus from contarcting properly. It Should be done with caution ans best if avoided.,Breast feeding within the first one hour. Get plenty of rest. Eat soft food frequently. Empty bowel and bladder frequently. Take antibiotics if prescribed.
29 year old pregnant woman distraught receive news intrauterine fetal death routine ultrasound examination fear curse baby dead seek support guidance next step,Intrauterine fetal death,"How has the patient been supported and guided following the diagnosis of intrauterine fetal death, and what steps have been taken to manage the situation?",A baby dies because the mother is cursed.,Intrauterine fetal death can occur to a number of known and unknown reasons. It can happen to anyone whether cursed or not.,Join a sociual support group for emotional support. Get on family planning until ready to conceive another child. Take antibiotics as prescribed. Get enough rest.
30 year old pregnant woman 36 week gestation ultrasound scan tell baby breech presentation concerned safety delivery health baby fear baby bear vaginally hse go cesearean section,Breech presentation,"How has the patient's breech presentation been managed, and what steps have been taken to ensure a safe delivery and the health of the baby?",Breech cannot be delivered vaginally and a cesearean section is the only way.,"There are 3 type of breech presentation, some can be delivered vaginally and some cannot. So, untill the particulary type is identified, a mother is not sanctioned for cesearean section.",Report to the health facility when at term or as soon as labour starts. Eat a balanced diet. Plan for delivery from a hospital. Avoid trying to make the baby turn in the womb. Avoid taking any herbs.
28 year old pregnant woman diagnose gestational diabete routine glucose tolerance test worried impact gestational diabetes pregnancy well baby tell disease affect overweight people,Gestational diabetes,"How has the patient's gestational diabetes been managed during her pregnancy, and what measures have been taken to ensure the health of the baby?",Gestational diabetes only affects overweight people.,"Being overweight increases the risk of getting gestational diabetes but even people who are underweight or within a health body mass index can get the disease. This is because there are other risk factors apart from obesity like high blood pressure, sedantary lifestyle and others.","Eat a balanced diet, paying attention to the fat, protein and carbohydrate intake. Eat every two hours to control blood sugar while adhering to the medication. Do exercises regularly."
24 year old pregnant woman 34 week gestation experience regular contraction sign preterm labor anxious possibility deliver baby prematurely associate risk think able bond baby bear prematurely,Preterm (premature) labor,"How has the patient's preterm labor been diagnosed and managed, and what steps have been taken to ensure the well-being of the baby?",You cannot bond with your baby if born prematurely.,"Bonding with babies occurs in various ways and as long as the parents take care of the child while admitted in NICU, bonding occurs easily.","Report to the health facility immediately. Take antibiotics as prescribed. Prepare adequately for delivery. Do an ultrasound scan. Do some tests like urinalysis, CBC, blood grouping and cross-matching."
27 year old pregnant woman 37 week gestation experience sudden gush clear fluid vagina concerned rupture membrane potential risk infection think happen baby dead,Pre-labor rupture of membranes (PROM),"How has the patient's pre-labor rupture of membranes been managed, and what measures have been taken to prevent infection and ensure a safe delivery?",PROM happens because the baby is dead.,"PROM happens sometimes due to infections of the uterus, cervix or vagina or if someone smokes. But not because the baby is dead.",Maintain good hygiene. Report to the health facility immediately. Take antibiotics as prescribed. Prepare for delivery.
28 year old pregnant woman attend first antenatal care anc visit healthcare team provide goal orient anc assess health identify potential risk provide guidance healthy pregnancy woman region attend anc problem,Goal-oriented ANC,"What assessments and interventions have been provided during the patient's first goal-oriented ANC visit, and how has her care been tailored to her specific needs?",Attend ANC only when there is a problem.,"ANC is very beneficial to a pregnant woman, whether she feels that there is a problem or not. A pregnancy is monitored and any complication is identified and managed timely.",Organise more health education talks in the community. Arrange more community outreaches to inform peopl about the available government programs.
26 year old pregnant woman feel fatigued pale skin think child get anaemia diagnose anemia receive treatment improve iron level overall health pregnancy,Anaemia in pregnancy,"How has the patient's anemia been diagnosed and managed during her pregnancy, and what steps have been taken to improve her iron levels and overall health?",Only children can suffer from anaemia.,A person at any age can suffer from anaemia. The risk increases during pregnancy espescially in cases of insufficient nutrition.,Attend ANC regularly. Take iron supplements as instructed. Add more vegetables to the diet. Get plenty of rest. Treat the underlying cause.
30 year old pregnant woman live malaria endemic area diagnose malaria area people believe hot malaria spread receive treatment manage infection prevent complication unborn baby,Management of malaria in pregnancy,"How has the patient's malaria been diagnosed and managed during her pregnancy, and what measures have been taken to prevent complications for both the mother and the unborn baby?",One does not suffer from malaria when it is hot.,"When it is hot, malaria still spreads, just not as fast like when it is rainy and wet. During rainy weather, the mosquitoes have more breeding grounds.",Sleep under a treated mosquito net and use it correctly. Adopt other measures to fight against malaria. Attend ANC regularly. Take IPTs regularly.
26 year old pregnant woman history hypertension pregnancy experience severe headache blurred vision tell eat right would get preeclampsia diagnose preeclampsia receive treatment manage blood pressure protect health baby,Management of hypertensive disorders in pregnancy,"How has the patient's preeclampsia been diagnosed and managed during her pregnancy, and what steps have been taken to manage her blood pressure and protect the health of both the mother and the baby?","If you eat right, you will not get preeclampsia.",Preeclampsia is related to the implanatation of the placenta after the 20th week of gestation. This diet in the rest of the pregnancy does not change that.,"Attend ANC regularly. Report to a credible health facility immediately. Follow the treatment plan strictly. Do an ultrasound scan. Do tests like urinalysis, CBC, RFTs, LFTs."
25 year old pregnant woman experience severe nausea vomit lead dehydration weight loss tell dangerous baby diagnose hyperemesis gravidarum receive treatment manage symptom ensure well health baby,Hyperemesis gravidarum,"How has the patient's hyperemesis gravidarum been diagnosed and managed, and what measures have been taken to ensure her well-being and the health of her baby?",Hyperemesis gravidarum is dangerous for the baby.,"Hyperemesis gravidarum is not directly dangerous. Vomiting is protective from petrol fumes, however, if its too much, then it is dangerous as dehydration for the mother also affects the child.","Eat snacks to relieve the nausea but avoid spicy and fatty. Take plenty of fluids. Get enough rest. Wear loose and comfortable clothes. Take some vitamins and supplements. If all fails, you can try an antacid like magnesium sulfate but after consultation from a medical personnel. Attend ANC regularly."
